outer_fold,context,config_key,family_key,family_label,parameter_count,regularization,primary_eligible,mean_fold_loss,fold_loss_se,pooled_log_mse,pooled_mae_s,pooled_rmse_s,pooled_pearson_r,pooled_spearman_rho
3,outer_3_inner_training_only,signed_exponential_1p__lambda_0.1,signed_exponential_1p,Signed exponential (1 parameter),1,0.1,True,2.0210181712830333,0.7019211462052899,2.706496303251547,338.73871412872717,514.5899828016977,0.5266167495876392,0.2948296613559737
3,outer_3_inner_training_only,signed_exponential_1p__lambda_1,signed_exponential_1p,Signed exponential (1 parameter),1,1.0,True,2.0455195358690275,0.6743527899546081,2.722300642695314,350.7797711908244,531.5175719794461,0.5241160761969496,0.2948296613559737
3,outer_3_inner_training_only,signed_exponential_1p__lambda_10,signed_exponential_1p,Signed exponential (1 parameter),1,10.0,True,1.7136566343812645,0.7381985081955387,1.8103345011926781,482.6939946738344,715.695629289427,0.5388935314127247,0.3828385154920852
3,outer_3_inner_training_only,bernstein_degree_2__lambda_0,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.0,True,1.6739948169694259,0.6887259281917073,1.765595547662329,486.1058410025656,704.7776514206543,0.5758553036408967,0.4664469269213913
3,outer_3_inner_training_only,bernstein_degree_2__lambda_0.001,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.001,True,1.6739948169694259,0.6887259281917073,1.765595547662329,486.1058410025656,704.7776514206543,0.5758553036408967,0.4664469269213913
3,outer_3_inner_training_only,bernstein_degree_2__lambda_0.01,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.01,True,1.6739948169694259,0.6887259281917073,1.765595547662329,486.1058410025656,704.7776514206543,0.5758553036408967,0.4664469269213913
3,outer_3_inner_training_only,bernstein_degree_2__lambda_0.1,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.1,True,1.6739948169694259,0.6887259281917073,1.765595547662329,486.1058410025656,704.7776514206543,0.5758553036408967,0.4664469269213913
3,outer_3_inner_training_only,bernstein_degree_2__lambda_1,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,1.0,True,1.6739948169694259,0.6887259281917073,1.765595547662329,486.1058410025656,704.7776514206543,0.5758553036408967,0.4664469269213913
3,outer_3_inner_training_only,bernstein_degree_2__lambda_10,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,10.0,True,1.7769681266398907,0.7369273946481402,1.864748538806438,511.9380261787901,736.7978663421533,0.556666550863404,0.45764604150778004
3,outer_3_inner_training_only,bernstein_degree_3__lambda_0,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,0.0,True,1.4766681615142105,0.5383054945113136,1.6438370357640981,392.1452116286242,609.5388547710007,0.5744315247110624,0.4532455988009745
3,outer_3_inner_training_only,bernstein_degree_3__lambda_0.001,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,0.001,True,1.4766819185082816,0.5383117335910534,1.6438505246009232,392.1488879778493,609.5429737759052,0.5744296648286011,0.4532455988009745
3,outer_3_inner_training_only,bernstein_degree_3__lambda_0.01,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,0.01,True,1.4768058319443726,0.5383679435884925,1.6439720216544005,392.18199854071884,609.5800794228059,0.5744129128758806,0.4532455988009745
3,outer_3_inner_training_only,bernstein_degree_3__lambda_0.1,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,0.1,True,1.4780551576744914,0.5389345840835617,1.6451969493130696,392.5157546113754,609.9541867284261,0.5742438926774603,0.4532455988009745
3,outer_3_inner_training_only,bernstein_degree_3__lambda_1,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,1.0,True,1.4916299783890743,0.5450859522801585,1.6585023052314338,396.1344704841218,614.0207133598896,0.5723940845543614,0.42244249985333543
3,outer_3_inner_training_only,bernstein_degree_3__lambda_10,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,10.0,True,1.780681688158049,0.7348871680548236,1.8916066081191223,499.8199137583356,735.926514670639,0.5457598876537321,0.4048407290261131
3,outer_3_inner_training_only,bernstein_degree_4__lambda_0,bernstein_degree_4,Monotone Bernstein degree 4 (3 parameters),3,0.0,True,1.444353262685451,0.41984272471915507,1.7055947707520773,348.0570979576791,555.3592665141674,0.5704364432036618,0.40044028631930756
3,outer_3_inner_training_only,bernstein_degree_4__lambda_0.001,bernstein_degree_4,Monotone Bernstein degree 4 (3 parameters),3,0.001,True,1.4443695130780716,0.41984973094748856,1.7056108220477704,348.0614023867739,555.363939592809,0.5704342183537516,0.40044028631930756
3,outer_3_inner_training_only,bernstein_degree_4__lambda_0.01,bernstein_degree_4,Monotone Bernstein degree 4 (3 parameters),3,0.01,True,1.4445159140629493,0.41991280168219564,1.7057554336324865,348.1001318577446,555.4060162243512,0.5704141423828522,0.40044028631930756
3,outer_3_inner_training_only,bernstein_degree_4__lambda_0.1,bernstein_degree_4,Monotone Bernstein degree 4 (3 parameters),3,0.1,True,1.4459934102922545,0.4205493358272289,1.7072147992684095,348.4908716051715,555.8306825466833,0.5702113943733995,0.44004427068055774
3,outer_3_inner_training_only,bernstein_degree_4__lambda_1,bernstein_degree_4,Monotone Bernstein degree 4 (3 parameters),3,1.0,True,1.4622449421122434,0.42754941260591117,1.7232584237069628,352.77478733477403,560.5035152547413,0.5679628887978978,0.44004427068055774
3,outer_3_inner_training_only,bernstein_degree_4__lambda_10,bernstein_degree_4,Monotone Bernstein degree 4 (3 parameters),3,10.0,True,1.7345648874631703,0.7396628799356346,1.8285426175934572,492.3584447010946,723.5387481559736,0.5452738196205631,0.4048407290261131
3,outer_3_inner_training_only,bernstein_degree_5__lambda_0,bernstein_degree_5,Monotone Bernstein degree 5 (4 parameters),4,0.0,True,1.4609922220192777,0.3539804407473575,1.8222592674793707,315.79029720346995,512.5101949925744,0.5671165335144462,0.44004427068055774
3,outer_3_inner_training_only,bernstein_degree_5__lambda_0.001,bernstein_degree_5,Monotone Bernstein degree 5 (4 parameters),4,0.001,True,1.461010411251952,0.3539862949499219,1.822277375912618,315.7946690459127,512.5152387366882,0.5671139986496693,0.44004427068055774
3,outer_3_inner_training_only,bernstein_degree_5__lambda_0.01,bernstein_degree_5,Monotone Bernstein degree 5 (4 parameters),4,0.01,True,1.461174062355822,0.35403905970312605,1.82244029330724,315.834010926713,512.5606443974245,0.5670912151837617,0.44004427068055774
3,outer_3_inner_training_only,bernstein_degree_5__lambda_0.1,bernstein_degree_5,Monotone Bernstein degree 5 (4 parameters),4,0.1,True,1.462827071754961,0.3545722939809171,1.8240857777656199,316.23127683142826,513.0192636049593,0.5668608789233185,0.44004427068055774
3,outer_3_inner_training_only,bernstein_degree_5__lambda_1,bernstein_degree_5,Monotone Bernstein degree 5 (4 parameters),4,1.0,True,1.4811305612896801,0.360523380030326,1.8422915278967207,320.61752165310185,518.1000386472538,0.5642885287698653,0.40044028631930756
3,outer_3_inner_training_only,bernstein_degree_5__lambda_10,bernstein_degree_5,Monotone Bernstein degree 5 (4 parameters),4,10.0,True,1.721933908515198,0.73439648773078,1.8188452816403349,485.82051592215345,716.8715212887689,0.5445383744438298,0.4048407290261131
4,outer_4_inner_training_only,identity__lambda_0,identity,Identity,0,0.0,True,2.113182292159369,0.7116096395357566,2.1236568365438204,659.3807252876315,951.0718274570637,0.5464697240820291,0.6321428571428571
4,outer_4_inner_training_only,signed_exponential_1p__lambda_0,signed_exponential_1p,Signed exponential (1 parameter),1,0.0,True,1.6940955045236297,0.4151723093913789,2.110548153002707,323.24627368781637,513.1256445961183,0.4864450650751745,0.48571428571428565
4,outer_4_inner_training_only,signed_exponential_1p__lambda_0.001,signed_exponential_1p,Signed exponential (1 parameter),1,0.001,True,1.6940546640487497,0.4151123710023176,2.110463048456811,323.2577373792867,513.1478493019912,0.4864453694866492,0.48571428571428565
4,outer_4_inner_training_only,signed_exponential_1p__lambda_0.01,signed_exponential_1p,Signed exponential (1 parameter),1,0.01,True,1.6936864923203143,0.41457300188227886,2.1096959151439667,323.3609387145194,513.3477610611415,0.486448110885497,0.48571428571428565
4,outer_4_inner_training_only,signed_exponential_1p__lambda_0.1,signed_exponential_1p,Signed exponential (1 parameter),1,0.1,True,1.6899196646201644,0.4091790090883873,2.101874419537317,324.39419370979783,515.3541492804408,0.48647859217592265,0.48571428571428565
4,outer_4_inner_training_only,signed_exponential_1p__lambda_1,signed_exponential_1p,Signed exponential (1 parameter),1,1.0,True,1.6431651160353733,0.3582744183833421,2.0077275428904273,335.98020155707144,536.1121701160956,0.4871735879544276,0.48571428571428565
4,outer_4_inner_training_only,signed_exponential_1p__lambda_10,signed_exponential_1p,Signed exponential (1 parameter),1,10.0,True,1.5416746816258056,0.6275628151091329,1.5698912581035513,473.8797761314068,735.6320344674103,0.5245578768330277,0.5821428571428571
4,outer_4_inner_training_only,bernstein_degree_2__lambda_0,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.0,True,1.4432858258505155,0.5344672287284649,1.4922667441728708,450.60004845698944,709.9119816042794,0.5528331921863271,0.6857142857142856
4,outer_4_inner_training_only,bernstein_degree_2__lambda_0.001,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.001,True,1.4432858258505155,0.5344672287284649,1.4922667441728708,450.60004845698944,709.9119816042794,0.5528331921863271,0.6857142857142856
4,outer_4_inner_training_only,bernstein_degree_2__lambda_0.01,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.01,True,1.4432858258505155,0.5344672287284649,1.4922667441728708,450.60004845698944,709.9119816042794,0.5528331921863271,0.6857142857142856
4,outer_4_inner_training_only,bernstein_degree_2__lambda_0.1,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,0.1,True,1.4432858258505155,0.5344672287284649,1.4922667441728708,450.60004845698944,709.9119816042794,0.5528331921863271,0.6857142857142856
4,outer_4_inner_training_only,bernstein_degree_2__lambda_1,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,1.0,True,1.4432858258505155,0.5344672287284649,1.4922667441728708,450.60004845698944,709.9119816042794,0.5528331921863271,0.6857142857142856
4,outer_4_inner_training_only,bernstein_degree_2__lambda_10,bernstein_degree_2,Monotone Bernstein degree 2 (1 parameter),1,10.0,True,1.5893955054818036,0.6175055680293432,1.626971960516908,488.00113361689876,755.3533515186155,0.5312755587393483,0.5821428571428571
4,outer_4_inner_training_only,bernstein_degree_3__lambda_0,bernstein_degree_3,Monotone Bernstein degree 3 (2 parameters),2,0.0,True,1.3382698117122613,0.42642139412709895,1.4514823253661169,374.0451121332449,615.5092855288814,0.5378566831678218,0.6392857142857141
